name,cagr,volatility,sharpe,sortino,max_drawdown,calmar,total_return,years,pct_in_market
S&P 500 (buy & hold),0.09949087383079291,0.15356079846439105,0.5020723687611182,0.7624173236982703,-0.8175983465052695,0.121686735615422,145439.09746522477,125.33333333333333,
10-month timing -> cash,0.10894688939513997,0.10851279150103578,0.7385151665699525,1.1817759988404946,-0.4744903404074039,0.22960823459882593,361163.41064045666,123.75,0.7131313131313132
