drift,vol,leverage,horizon_years,median_terminal,mean_terminal,median_cagr,mean_cagr,median_vol,median_sharpe,median_max_dd,worst_max_dd,prob_loss,prob_beat_1x,prob_dd_gt_50,prob_dd_gt_70,prob_dd_gt_90
0.0,0.05,2.5,3,0.9781416447489651,0.9976533088300269,-0.007339862484253168,-0.0058265073730782635,0.1250168884709571,0.003923188739084313,-0.22136869665298897,-0.5425728476514255,0.537,0.44225,0.00175,0.0,0.0
0.0,0.05,3.0,3,0.9685645753453849,0.9970228208366875,-0.010590233313642838,-0.008247333199086083,0.15002026616514855,0.003923188739083634,-0.26128621674020264,-0.6109338387180712,0.547,0.43375,0.018,0.0,0.0
0.0,0.05,1.0,5,0.9948081620191751,0.999934989285618,-0.0010405310689264313,-0.0010017543660027885,0.049983677676902344,0.004170509976415894,-0.11774804441999359,-0.34387761257900196,0.51675,0.0,0.0,0.0,0.0
0.0,0.05,1.25,5,0.9915633051332595,0.9998973314831896,-0.001693063335341194,-0.0015649192748301752,0.06247959709612793,0.004170509976421968,-0.14572690351787987,-0.41047426022199507,0.524,0.45775,0.0,0.0,0.0
0.0,0.05,1.5,5,0.9875252017018179,0.9998505845091294,-0.0025075054870137836,-0.002252826481283276,0.0749755165153535,0.004170509976423015,-0.17306991332125649,-0.47066688620384134,0.53025,0.45125,0.0,0.0,0.0
0.0,0.05,2.0,5,0.9772207217791433,0.9997280265480772,-0.004597943975990393,-0.004001807969933866,0.09996735535380466,0.00417050997642365,-0.22582140405624496,-0.5741014719098319,0.53825,0.441,0.00325,0.0,0.0
0.0,0.05,2.5,5,0.9639502772589226,0.9995628435075412,-0.007316218285640719,-0.006246128027934004,0.12495919419225586,0.0041705099764197725,-0.2762155391698232,-0.6582450730474171,0.54875,0.42825,0.0305,0.0,0.0
0.0,0.05,3.0,5,0.9481281359693938,0.9993492176634708,-0.010596583924921743,-0.008982498558670525,0.14995103303070706,0.004170509976421125,-0.3247110469733652,-0.7265023186479627,0.559,0.41625,0.101,0.00075,0.0
0.0,0.05,1.0,10,0.9935387871771066,1.0042367198608833,-0.0006480076364411835,-0.0007119285360676354,0.049980893316868336,0.01198746569885014,-0.16511616494506004,-0.44835869280894025,0.523,0.0,0.0,0.0,0.0
0.0,0.05,1.25,10,0.9880584485748556,1.0053300290334657,-0.0012006211475976691,-0.0012405764270285225,0.06247611664608539,0.011987465698855,-0.20350744851842212,-0.5260912761351503,0.5305,0.4405,0.001,0.0,0.0
0.0,0.05,1.5,10,0.9810677194911952,1.006434163395554,-0.0019095536133296176,-0.0019091430670229777,0.0749713399753025,0.011987465698854931,-0.24034711633019806,-0.5933867404287384,0.5385,0.43275,0.00825,0.0,0.0
0.0,0.05,2.0,10,0.9626619764497628,1.008667177466433,-0.00379806331839333,-0.0036648784024933745,0.09996178663373666,0.011987465698856238,-0.3105696821521626,-0.7018047537140155,0.55275,0.41725,0.07125,0.00025,0.0
