name,start,end,n_days,years,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,worst_day,best_day,worst_month,best_month,pct_positive_days,pct_positive_months,n_switches
Buy & Hold S&P 500 TR,1988-01-05,2026-06-08,9679,38.40873015873016,63.65815173514095,0.11465618629462093,0.17866096023688144,0.5355753750929946,0.7566393533928132,-0.5525024106969596,0.20752160366139716,-0.11979863134313173,0.11581137462505198,-0.1679505612071044,0.12819402479140196,0.544891001136481,0.6601731601731602,0
