name,grew_1dollar_to,cagr,volatility,sharpe,sortino,max_drawdown,calmar
Buy & Hold 1x,13020.989530849005,0.10138792307696165,0.1892142662267489,0.39525416852051193,0.5600640680808391,-0.8385405625205264,0.1209099805168695
MA200 -> Cash,33089.52776355567,0.11286568418712695,0.12627862735380427,0.5952624110132476,0.8407945836249544,-0.4620936935351404,0.24424848416275552
3-tier 1.5x,87949.06675561705,0.12410060488305263,0.174419326955104,0.5302756575721328,0.7460902129969663,-0.5827793749002066,0.2129461168805146
3-tier 2x,398471.4530189936,0.14168872565878443,0.22514931871081623,0.5251490410747662,0.7385444639066199,-0.6782426712201347,0.20890564936572245
3-tier 3x,3426219.063028684,0.1672112431495325,0.3295630735780869,0.5150172550445091,0.724099058356738,-0.8423451566129727,0.19850680191701994
3-tier 5x,6868411.1049150275,0.17558255006291978,0.5421886472107236,0.5029956315805755,0.70715564147256,-0.9872814630843256,0.1778444715394428
