name,cagr,volatility,sharpe,sortino,max_drawdown,calmar,total_return,years,pct_in_market
Buy & Hold 1x,0.10138792307696165,0.1892142662267489,0.4345924739640663,0.6169958906538417,-0.8385405625205264,0.1209099805168695,13019.989530849005,98.10714285714286,
MA200 -> Cash,0.110077351868898,0.12628606584872298,0.6348952195866684,0.8989600766097967,-0.4641420397568875,0.23716307173242765,25920.63207008074,97.31746031746032,0.7234545751100963
